born_in	category	country	date_of_birth	date_of_death	gender	link	name	place_of_birth	place_of_death	text	year	award_age
	Literature	Poland	1846-05-05	1916-11-15	male	http://en.wikipedia.org/wiki/Henryk_Sienkiewicz	Henryk Sienkiewicz	Wola Okrzejska, Congress Poland	Vevey, Switzerland	Henryk Sienkiewicz ,  born in partitioned Poland (Russian Empire) , Literature, 1905	1905	59
Poland	Physics	Poland	1852-12-29	1931-05-09	male	http://en.wikipedia.org/wiki/Albert_Abraham_Michelson	Albert Abraham Michelson   born in partitioned Poland (Prussian Empire)	Strzelno , Poland	Pasadena, California	Albert Abraham Michelson *  born in partitioned Poland (Prussian Empire) , Physics, 1907	1907	55
	Chemistry	France	1867-11-07	1934-07-04	female	http://en.wikipedia.org/wiki/Marie_Curie	Marie Skłodowska-Curie	Warsaw , Poland	Sancellemoz , France	Marie Skłodowska-Curie ,  born in partitioned Poland (Russian Empire) , Chemistry, 1911	1911	44
	Literature	Poland	1867-05-07	1925-12-05	male	http://en.wikipedia.org/wiki/W%C5%82adys%C5%82aw_Reymont	Władysław Reymont	Radomsko , Poland	Warsaw , Poland	Władysław Reymont ,  born in partitioned Poland (Russian Empire) , Literature, 1924	1924	57
	Peace	Poland	1943-09-29		male	http://en.wikipedia.org/wiki/Lech_Wa%C5%82%C4%99sa	Lech Wałęsa	Popowo ,  Poland		Lech Wałęsa , Peace, 1983	1983	40
	Literature	Poland	1923-07-02	2012-02-01	female	http://en.wikipedia.org/wiki/Wis%C5%82awa_Szymborska	Wisława Szymborska	Prowent, Poland (present-day Bnin, Kornik, Poland)	Krakow, Poland	Wisława Szymborska , Literature, 1996	1996	73
Peru	Literature	Peru	1936-03-28		male	http://en.wikipedia.org/wiki/Mario_Vargas_Llosa	Mario Vargas Llosa	Arequipa, Peru		Mario Vargas Llosa *, Literature, 2010	2010	74
	Peace	Palestinian Territory	1929-08-24	2004-11-11	male	http://en.wikipedia.org/wiki/Yasser_Arafat	Yasser Arafat	Cairo, Egypt	Paris, France	Yasser Arafat ,  Born in Cairo, Egypt , Peace, 1994	1994	65
	Physics	Pakistan	1926-01-29	1996-11-21	male	http://en.wikipedia.org/wiki/Abdus_Salam	Abdus Salam	Jhang ,  Punjab ,  British Raj	Oxford , England, United Kingdom	Abdus Salam , Physics, 1979	1979	53
	Peace	Pakistan	1997-07-12		female	http://en.wikipedia.org/wiki/Malala_Yousafzai	Malala Yousafzai	Mingora, Pakistan		Malala Yousafzai , Peace, 2014	2014	17
	Literature	Norway	1832-12-08	1910-04-26	male	http://en.wikipedia.org/wiki/Bj%C3%B8rnstjerne_Bj%C3%B8rnson	Bjørnstjerne Bjørnson	Kvikne ,  Norway	Paris	Bjørnstjerne Bjørnson , Literature, 1903	1903	71
	Literature	Norway	1859-08-04	1952-02-19	male	http://en.wikipedia.org/wiki/Knut_Hamsun	Knut Hamsun	Lom, Norway ,  Gudbrandsdal –Norway	Grimstad ,  Nørholm , Norway	Knut Hamsun , Literature, 1920	1920	61
	Peace	Norway	1869-09-17	1938-12-11	male	http://en.wikipedia.org/wiki/Christian_Lous_Lange	Christian Lous Lange			Christian Lous Lange , Peace, 1921	1921	52
	Peace	Norway	1861-10-10	1930-05-13	male	http://en.wikipedia.org/wiki/Fridtjof_Nansen	Fridtjof Nansen	Store Frøen,  Christiania , Norway	Polhøgda ,  Lysaker , Norway	Fridtjof Nansen , Peace, 1922	1922	61
	Literature	Norway	1882-05-20	1949-06-10	female	http://en.wikipedia.org/wiki/Sigrid_Undset	Sigrid Undset	Kalundborg , Denmark	Lillehammer , Norway	Sigrid Undset , Literature, 1928	1928	46
	Chemistry	Norway	1897-05-17	1981-05-11	male	http://en.wikipedia.org/wiki/Odd_Hassel	Odd Hassel	Kristiania ,  Norway		Odd Hassel , Chemistry, 1969	1969	72
	Economics	Norway	1895-03-03	1973-01-31	male	http://en.wikipedia.org/wiki/Ragnar_Anton_Kittil_Frisch	Ragnar Anton Kittil Frisch	Oslo, Norway	Oslo, Norway	Ragnar Anton Kittil Frisch , Economics, 1969	1969	74
	Physics	Norway	1929-04-05		male	http://en.wikipedia.org/wiki/Ivar_Giaever	Ivar Giaever	Bergen, Norway		Ivar Giaever , Physics, 1973	1973	44
	Economics	Norway	1911-12-13	1999-07-26	male	http://en.wikipedia.org/wiki/Trygve_Haavelmo	Trygve Haavelmo	Skedsmo ,  Norway	Oslo , Norway	Trygve Haavelmo , Economics, 1989	1989	78
	Economics	Norway	1943-12-01		male	http://en.wikipedia.org/wiki/Finn_E._Kydland	Finn E. Kydland	Ålgård		Finn E. Kydland , Economics, 2004	2004	61
	Physiology or Medicine	Norway	1962-04-27		male	http://en.wikipedia.org/wiki/Edvard_Moser	Edvard Moser	Ålesund, Norway		Edvard Moser , Physiology or Medicine, 2014	2014	52
	Physiology or Medicine	Norway	1963-01-04		female	http://en.wikipedia.org/wiki/May-Britt_Moser	May-Britt Moser	Fosnavåg ,  Norway		May-Britt Moser , Physiology or Medicine, 2014	2014	51
	Literature	Nigeria	1934-07-13		male	http://en.wikipedia.org/wiki/Wole_Soyinka	Wole Soyinka	Abeokuta ,  Ogun State , Nigeria		Wole Soyinka , Literature, 1986	1986	52
	Chemistry	Netherlands	1852-08-30	1911-03-01	male	http://en.wikipedia.org/wiki/Jacobus_Henricus_van_%27t_Hoff	Jacobus Henricus van 't Hoff	Rotterdam , Netherlands	Steglitz , Berlin, Germany	Jacobus Henricus van 't Hoff , Chemistry, 1901	1901	49
	Physics	Netherlands	1853-07-18	1928-02-04	male	http://en.wikipedia.org/wiki/Hendrik_Lorentz	Hendrik Lorentz	Arnhem ,  Netherlands	Haarlem ,  Netherlands	Hendrik Lorentz , Physics, 1902	1902	49
	Physics	Netherlands	1865-05-25	1943-10-09	male	http://en.wikipedia.org/wiki/Pieter_Zeeman	Pieter Zeeman	Zonnemaire , Netherlands	Amsterdam , Netherlands	Pieter Zeeman , Physics, 1902	1902	37
	Physics	Netherlands	1837-11-23		male	http://en.wikipedia.org/wiki/Johannes_Diderik_van_der_Waals	Johannes Diderik van der Waals	Leiden , Netherlands	Amsterdam , Netherlands	Johannes Diderik van der Waals , Physics, 1910	1910	73
	Peace	Netherlands	1838-04-28	1913-07-29	male	http://en.wikipedia.org/wiki/Tobias_Michael_Carel_Asser	Tobias Asser	Amsterdam , Netherlands	The Hague , Netherlands	Tobias Asser , Peace, 1911	1911	73
	Physics	Netherlands	1853-09-21	1926-02-21	male	http://en.wikipedia.org/wiki/Heike_Kamerlingh_Onnes	Heike Kamerlingh Onnes	Groningen (city)	Leiden, Netherlands	Heike Kamerlingh Onnes , Physics, 1913	1913	60
	Physiology or Medicine	Netherlands	1860-05-21	1927-09-29	male	http://en.wikipedia.org/wiki/Willem_Einthoven	Willem Einthoven	Semarang	Leiden ,  Netherlands	Willem Einthoven , Physiology or Medicine, 1924	1924	64
	Physiology or Medicine	Netherlands	1858-08-11	1930-11-05	male	http://en.wikipedia.org/wiki/Christiaan_Eijkman	Christiaan Eijkman	Nijkerk ,  Netherlands	Utrecht ,  Netherlands	Christiaan Eijkman , Physiology or Medicine, 1929	1929	71
	Chemistry	Netherlands	1884-03-24	1966-11-02	male	http://en.wikipedia.org/wiki/Peter_Debye	Peter Debye	Maastricht ,  Netherlands	Ithaca, New York ,  USA	Peter Debye , Chemistry, 1936	1936	52
	Physics	Netherlands	1888-07-16	1966-03-10	male	http://en.wikipedia.org/wiki/Frits_Zernike	Frits Zernike	Amsterdam , Netherlands	Amersfoort , Netherlands	Frits Zernike , Physics, 1953	1953	65
	Economics	Netherlands	1903-04-12	1994-06-09	male	http://en.wikipedia.org/wiki/Jan_Tinbergen	Jan Tinbergen	The Hague	The Hague	Jan Tinbergen , Economics, 1969	1969	66
Netherlands	Physiology or Medicine	Netherlands	1907-04-15	1988-12-21	male	http://en.wikipedia.org/wiki/Nikolaas_Tinbergen	Nikolaas Tinbergen	The Hague ,  Netherlands	Oxford , England, UK	Nikolaas Tinbergen *, Physiology or Medicine, 1973	1973	66
	Economics	Netherlands	1910-08-28	1985-02-26	male	http://en.wikipedia.org/wiki/Tjalling_Koopmans	Tjalling Koopmans	's-Graveland, Netherlands	New Haven, Connecticut, USA	Tjalling Koopmans , Economics, 1975	1975	65
	Physics	Netherlands	1925-11-24	2011-03-04	male	http://en.wikipedia.org/wiki/Simon_van_der_Meer	Simon van der Meer	The Hague, The Netherlands	Geneva, Switzerland	Simon van der Meer , Physics, 1984	1984	59
	Chemistry	Netherlands	1933-12-03		male	http://en.wikipedia.org/wiki/Paul_J._Crutzen	Paul J. Crutzen	Amsterdam ,  Netherlands		Paul J. Crutzen , Chemistry, 1995	1995	62
	Physics	Netherlands	1946-07-05		male	http://en.wikipedia.org/wiki/Gerard_%27t_Hooft	Gerard 't Hooft	Den Helder , Netherlands		Gerard 't Hooft , Physics, 1999	1999	53
	Physics	Netherlands	1931-06-27		male	http://en.wikipedia.org/wiki/Martinus_J._G._Veltman	Martinus J. G. Veltman	Waalwijk , Netherlands		Martinus J. G. Veltman , Physics, 1999	1999	68
	Physics	Japan	1907-01-23	1981-09-08	male	http://en.wikipedia.org/wiki/Hideki_Yukawa	Hideki Yukawa	Tokyo ,  Japan	Kyoto ,  Japan	Hideki Yukawa , Physics, 1949	1949	42
	Physics	Japan	1906-03-31	1979-07-08	male	http://en.wikipedia.org/wiki/Sin-Itiro_Tomonaga	Sin-Itiro Tomonaga	Tokyo ,  Japan	Tokyo, Japan	Sin-Itiro Tomonaga , Physics, 1965	1965	59
	Literature	Japan	1899-06-14	1972-04-16	male	http://en.wikipedia.org/wiki/Yasunari_Kawabata	Yasunari Kawabata	Osaka, Japan	Kamakura, Kanagawa, Japan	Yasunari Kawabata , Literature, 1968	1968	69
	Physics	Japan	1925-03-12		male	http://en.wikipedia.org/wiki/Leo_Esaki	Leo Esaki	Osaka, Japan		Leo Esaki , Physics, 1973	1973	48
	Peace	Japan	1901-03-27	1975-06-03	male	http://en.wikipedia.org/wiki/Eisaku_Sat%C5%8D	Eisaku Satō	Tabuse ,  Japan	Tokyo ,  Japan	Eisaku Satō , Peace, 1974	1974	73
	Chemistry	Japan	1918-10-04	1998-01-09	male	http://en.wikipedia.org/wiki/Kenichi_Fukui	Kenichi Fukui	Nara City ,  Japan	Kyoto , Japan	Kenichi Fukui , Chemistry, 1981	1981	63
	Physiology or Medicine	Japan	1939-09-06		male	http://en.wikipedia.org/wiki/Susumu_Tonegawa	Susumu Tonegawa	Nagoya, Japan		Susumu Tonegawa , Physiology or Medicine, 1987	1987	48
	Literature	Japan	1935-01-31		male	http://en.wikipedia.org/wiki/Kenzabur%C5%8D_%C5%8Ce	Kenzaburō Ōe	Uchiko, Ehime Prefecture, Japan		Kenzaburō Ōe , Literature, 1994	1994	59
	Chemistry	Japan	1936-08-20		male	http://en.wikipedia.org/wiki/Hideki_Shirakawa	Hideki Shirakawa	Tokyo, Japan		Hideki Shirakawa , Chemistry, 2000	2000	64
	Chemistry	Japan	1938-09-03		male	http://en.wikipedia.org/wiki/Ry%C5%8Dji_Noyori	Ryōji Noyori	Kobe, Japan		Ryōji Noyori , Chemistry, 2001	2001	63
	Chemistry	Japan	1959-08-03		male	http://en.wikipedia.org/wiki/Koichi_Tanaka	Koichi Tanaka	Toyama, Japan		Koichi Tanaka , Chemistry, 2002	2002	43
	Physics	Japan	1926-09-19		male	http://en.wikipedia.org/wiki/Masatoshi_Koshiba	Masatoshi Koshiba	Toyohashi ,  Aichi Prefecture ,  Japan		Masatoshi Koshiba , Physics, 2002	2002	76
	Physics	Japan	1921-01-18		male	http://en.wikipedia.org/wiki/Yoichiro_Nambu	Yoichiro Nambu	Tokyo, Japan		Yoichiro Nambu , Physics, 2008	2008	87
	Physics	Japan	1940-02-07		male	http://en.wikipedia.org/wiki/Toshihide_Maskawa	Toshihide Maskawa	Nagoya ,  Japan		Toshihide Maskawa , Physics, 2008	2008	68
	Physics	Japan	1944-04-07		male	http://en.wikipedia.org/wiki/Makoto_Kobayashi_(physicist)	Makoto Kobayashi	Nagoya ,  Japan		Makoto Kobayashi , Physics, 2008	2008	64
	Chemistry	Japan	1930-09-12		male	http://en.wikipedia.org/wiki/Akira_Suzuki_(chemist)	Akira Suzuki	Mukawa, Hokkaidō ,  Japan		Akira Suzuki , Chemistry, 2010	2010	80
	Physiology or Medicine	Japan	1962-09-04		male	http://en.wikipedia.org/wiki/Shinya_Yamanaka	Shinya Yamanaka	Higashiōsaka, Osaka , Japan		Shinya Yamanaka , Physiology or Medicine, 2012	2012	50
	Physics	Japan	1929-01-01		male	http://en.wikipedia.org/wiki/Isamu_Akasaki	Isamu Akasaki			Isamu Akasaki , Physics, 2014	2014	85
	Physics	Japan	1960-09-11		male	http://en.wikipedia.org/wiki/Hiroshi_Amano	Hiroshi Amano			Hiroshi Amano , Physics, 2014	2014	54
	Physiology or Medicine	Italy	1843-07-07	1926-01-21	male	http://en.wikipedia.org/wiki/Camillo_Golgi	Camillo Golgi	Corteno ,  Italy	Pavia, Italy	Camillo Golgi , Physiology or Medicine, 1906	1906	63
	Literature	Italy	1835-07-27	1907-02-16	male	http://en.wikipedia.org/wiki/Giosu%C3%A8_Carducci	Giosuè Carducci	Valdicastello di Pietrasanta ,  Tuscany ,  Italy	Bologna ,  Italy	Giosuè Carducci , Literature, 1906	1906	71
	Peace	Italy	1833-09-20	1918-02-10	male	http://en.wikipedia.org/wiki/Ernesto_Teodoro_Moneta	Ernesto Teodoro Moneta			Ernesto Teodoro Moneta , Peace, 1907	1907	74
	Physics	Italy	1874-04-25	1937-07-20	male	http://en.wikipedia.org/wiki/Guglielmo_Marconi	Guglielmo Marconi	Palazzo Marescalchi ,  Bologna , Italy	Rome, Italy	Guglielmo Marconi , Physics, 1909	1909	35
	Literature	Italy	1871-09-27	1936-08-15	female	http://en.wikipedia.org/wiki/Grazia_Deledda	Grazia Deledda	Nuoro , Italy	Rome, Italy	Grazia Deledda , Literature, 1926	1926	55
	Literature	Italy	1867-06-28	1936-12-10	male	http://en.wikipedia.org/wiki/Luigi_Pirandello	Luigi Pirandello	Agrigento , Sicily, Italy	Rome, Italy	Luigi Pirandello , Literature, 1934	1934	67
	Physics	Italy	1901-09-29	1954-11-28	male	http://en.wikipedia.org/wiki/Enrico_Fermi	Enrico Fermi	Rome, Italy	Chicago, Illinois, United States	Enrico Fermi , Physics, 1938	1938	37
	Physiology or Medicine	Italy	1907-03-23	1992-04-08	male	http://en.wikipedia.org/wiki/Daniel_Bovet	Daniel Bovet	Neuchâtel ,  Switzerland		Daniel Bovet ,  born in Switzerland , Physiology or Medicine, 1957	1957	50
	Physics	Italy	1905-01-30	1989-04-22	male	http://en.wikipedia.org/wiki/Emilio_G._Segr%C3%A8	Emilio G. Segrè	Tivoli ,  Italy	Lafayette, California ,  United States of America	Emilio G. Segrè , Physics, 1959	1959	54
	Literature	Italy	1901-08-20	1968-06-14	male	http://en.wikipedia.org/wiki/Salvatore_Quasimodo	Salvatore Quasimodo	Modica ,  Sicily	Naples ,  Italy	Salvatore Quasimodo , Literature, 1959	1959	58
	Chemistry	Italy	1903-02-26	1979-05-02	male	http://en.wikipedia.org/wiki/Giulio_Natta	Giulio Natta	Imperia ,  Italy	Bergamo ,  Italy	Giulio Natta , Chemistry, 1963	1963	60
	Chemistry	Israel	1939-06-22		female	http://en.wikipedia.org/wiki/Ada_E._Yonath	Ada E. Yonath	Jerusalem		Ada E. Yonath , Chemistry, 2009	2009	70
	Chemistry	Israel	1941-01-24		male	http://en.wikipedia.org/wiki/Dan_Shechtman	Dan Shechtman	Tel Aviv, Israel		Dan Shechtman , Chemistry, 2011	2011	70
	Literature	Ireland	1865-06-13	1939-01-28	male	http://en.wikipedia.org/wiki/W._B._Yeats	W. B. Yeats	Sandymount ,  County Dublin	Menton , France	W. B. Yeats , Literature, 1923	1923	58
Ireland	Literature	Ireland	1856-07-26	1950-11-02	male	http://en.wikipedia.org/wiki/George_Bernard_Shaw	George Bernard Shaw	Dublin, Ireland	Ayot St Lawrence	George Bernard Shaw *, Literature, 1925	1925	69
	Physics	Ireland	1903-10-06	1995-06-25	male	http://en.wikipedia.org/wiki/Ernest_Walton	Ernest Walton	Abbeyside ,  County Waterford	Belfast	Ernest Walton , Physics, 1951	1951	48
	Literature	Ireland	1906-04-13	1989-12-22	male	http://en.wikipedia.org/wiki/Samuel_Beckett	Samuel Beckett	Foxrock , Dublin, Ireland	Paris, France	Samuel Beckett , Literature, 1969	1969	63
France	Peace	Ireland	1904-01-26	1988-01-15	male	http://en.wikipedia.org/wiki/Se%C3%A1n_MacBride	Seán MacBride	Paris, France	Dublin , Republic of Ireland	Seán MacBride , Peace, 1974	1974	70
	Peace	Ireland	1944-01-27		female	http://en.wikipedia.org/wiki/Mair%C3%A9ad_Corrigan	Mairéad Corrigan	Belfast		Mairéad Corrigan , Peace, 1976	1976	32
	Peace	Ireland	1943-05-22		female	http://en.wikipedia.org/wiki/Betty_Williams_(Nobel_laureate)	Betty Williams	Belfast, Northern Ireland		Betty Williams , Peace, 1976	1976	33
Ireland	Literature	Ireland	1939-04-13	2013-08-30	male	http://en.wikipedia.org/wiki/Seamus_Heaney	Seamus Heaney	Castledawson , thirty miles north-west of  Belfast	Dublin ,  Ireland	Seamus Heaney *, Literature, 1995	1995	56
	Peace	Ireland	1937-01-18		male	http://en.wikipedia.org/wiki/John_Hume	John Hume	Derry City ,  Northern Ireland		John Hume , Peace, 1998	1998	61
	Peace	Iran	1947-06-21		female	http://en.wikipedia.org/wiki/Shirin_Ebadi	Shirin Ebadi	Hamadan , Iran		Shirin Ebadi , Peace, 2003	2003	56
	Literature	India	1861-05-07	1941-08-07	male	http://en.wikipedia.org/wiki/Rabindranath_Tagore	Rabindranath Tagore	Jorasanko Thakur Bari ,  Kolkata , India	Jorasanko Thakur Bari ,  Kolkata , India	Rabindranath Tagore , Literature, 1913	1913	52
	Physics	India	1888-11-07	1970-11-21	male	http://en.wikipedia.org/wiki/C.V._Raman	C.V. Raman	Tiruchirapalli , India	Bangalore , Karnataka, India	C.V. Raman , Physics, 1930	1930	42
India	Physiology or Medicine	India	1922-01-09	2011-11-09	male	http://en.wikipedia.org/wiki/Hargobind_Khorana	Hargobind Khorana	Raipur ,  Punjab , Pakistan	Concord, Massachusetts , U.S.	Hargobind Khorana *,  born in  Kabirwala , British India (Now  Pakistan ), acquired US citizenship , Physiology of Medicine, 1968	1968	46
	Peace	India	1910-08-27	1997-09-05	female	http://en.wikipedia.org/wiki/Mother_Teresa	Mother Teresa	Skopje ,  Ottoman Empire	Kolkata ,  West Bengal , India	Mother Teresa , Peace, 1979	1979	69
India	Economics	India	1933-11-03		male	http://en.wikipedia.org/wiki/Amartya_Sen	Amartya Sen	Dhaka ,  Bangladesh		Amartya Sen *, Economic Sciences, 1998	1998	65
	Peace	India	1954-01-11		male	http://en.wikipedia.org/wiki/Kailash_Satyarthi	Kailash Satyarthi	Vidisha ,  Madhya Pradesh ,  India		Kailash Satyarthi , Peace, 2014	2014	60
	Literature	Iceland	1902-04-23	1998-02-08	male	http://en.wikipedia.org/wiki/Halld%C3%B3r_Laxness	Halldór Laxness	Reykjavík ,  Iceland	Reykjavík ,  Iceland	Halldór Laxness , Literature, 1955	1955	53
Hungary	Physics	Hungary	1862-06-07	1947-05-20	male	http://en.wikipedia.org/wiki/Philipp_Lenard	Philipp Lenard  (Lénárd Fülöp)	Pressburg ,  Austria-Hungary	Messelhausen ,  Germany	Philipp Lenard  (Lénárd Fülöp)*,  born in then Austria-Hungary , Physics, 1905	1905	43
	Physiology or Medicine	Hungary	1893-09-16	1986-10-22	male	http://en.wikipedia.org/wiki/Albert_Szent-Gy%C3%B6rgyi	Albert Szent-Györgyi	Budapest , Hungary,  Austria-Hungary	Woods Hole, Massachusetts	Albert Szent-Györgyi , Physiology or Medicine, 1937	1937	44
	Chemistry	Hungary	1885-08-01	1966-07-05	male	http://en.wikipedia.org/wiki/George_de_Hevesy	George de Hevesy  (Hevesy György)	Budapest , Hungary	Freiburg , Germany	George de Hevesy  (Hevesy György), Chemistry, 1943	1943	58
Hungary	Physiology or Medicine	Hungary	1899-06-03	1972-06-13	male	http://en.wikipedia.org/wiki/Georg_von_B%C3%A9k%C3%A9sy	Georg von Békésy  (Békésy György)	Budapest ,  Hungary	Honolulu ,  Hawaii ,  United States	Georg von Békésy * (Békésy György), Physiology or Medicine, 1961	1961	62
Hungary	Physics	Hungary	1900-06-05	1979-02-08	male	http://en.wikipedia.org/wiki/Dennis_Gabor	Dennis Gabor  (Gábor Dénes)	Budapest, Austria-Hungary	London, United Kingdom	Dennis Gabor * (Gábor Dénes), Physics, 1971	1971	71
Hungary	Chemistry	Hungary	1927-05-22		male	http://en.wikipedia.org/wiki/George_Andrew_Olah	George Andrew Olah  (Oláh György)	Budapest ,  Hungary		George Andrew Olah * (Oláh György), Chemistry, 1994	1994	67
	Literature	Hungary	1929-11-09		male	http://en.wikipedia.org/wiki/Imre_Kert%C3%A9sz	Imre Kertész	Budapest ,  Hungary		Imre Kertész , Literature, 2002	2002	73
	Chemistry	Hungary	1937-12-31		male	http://en.wikipedia.org/wiki/Avram_Hershko	Avram Hershko	Karcag, Hungary		Avram Hershko , (Herskó Ferenc), Chemistry, 2004	2004	67
	Literature	Guatemala	1899-10-19	1974-06-09	male	http://en.wikipedia.org/wiki/Miguel_%C3%81ngel_Asturias	Miguel Ángel Asturias	Guatemala City, Guatemala	Madrid, Spain	Miguel Ángel Asturias , Literature, 1967	1967	68
	Peace	Guatemala	1959-01-09		female	http://en.wikipedia.org/wiki/Rigoberta_Mench%C3%BA	Rigoberta Menchú	Quiché ,  Guatemala		Rigoberta Menchú , Peace, 1992	1992	33
	Literature	Greece	1900-03-13	1971-09-20	male	http://en.wikipedia.org/wiki/Giorgos_Seferis	Giorgos Seferis	Urla ,  Ottoman Empire	Athens , Greece	Giorgos Seferis , Literature, 1963	1963	63
	Chemistry	Germany	1847-03-27	1931-02-26	male	http://en.wikipedia.org/wiki/Otto_Wallach	Otto Wallach	Königsberg ,  Prussia	Göttingen ,  Germany	Otto Wallach , Chemistry, 1910	1910	63
	Physics	Germany	1864-01-13	1928-08-30	male	http://en.wikipedia.org/wiki/Wilhelm_Wien	Wilhelm Wien	Fischhausen ,  East Prussia	Munich ,  Germany	Wilhelm Wien , Physics, 1911	1911	47
	Literature	Germany	1862-11-15	1946-06-06	male	http://en.wikipedia.org/wiki/Gerhart_Hauptmann	Gerhart Hauptmann	Obersalzbrunn ,  Poland	Agnetendorf,  Poland	Gerhart Hauptmann ,  born in then Prussia, now Poland , Literature, 1912	1912	50
	Physics	Germany	1879-10-09	1960-04-24	male	http://en.wikipedia.org/wiki/Max_von_Laue	Max von Laue	Pfaffendorf ,  Germany	Berlin   Germany	Max von Laue , Physics, 1914	1914	35
	Chemistry	Germany	1872-08-13	1942-08-03	male	http://en.wikipedia.org/wiki/Richard_Willst%C3%A4tter	Richard Willstätter	Karlsruhe ,  Baden ,  Germany	Muralto ,  Locarno ,  Switzerland	Richard Willstätter , Chemistry, 1915	1915	43
	Physics	Germany	1858-04-23	1947-10-04	male	http://en.wikipedia.org/wiki/Max_Karl_Ernst_Ludwig_Planck	Max Karl Ernst Ludwig Planck	Kiel ,  Germany	Göttingen ,  Germany	Max Karl Ernst Ludwig Planck , Physics, 1918	1918	60
	Chemistry	Germany	1868-12-09	1934-01-29	male	http://en.wikipedia.org/wiki/Fritz_Haber	Fritz Haber	Breslau ,  Prussia	Basel, Switzerland	Fritz Haber , Chemistry, 1918	1918	50
	Physics	Germany	1874-04-15	1957-06-21	male	http://en.wikipedia.org/wiki/Johannes_Stark	Johannes Stark	Schickenhof ,  Kingdom of Bavaria ,  German Empire	Traunstein ,  West Germany	Johannes Stark , Physics, 1919	1919	45
	Chemistry	Germany	1864-06-25	1941-11-18	male	http://en.wikipedia.org/wiki/Walther_Nernst	Walther Nernst	Briesen ,  West Prussia / Pomerania	Zibelle, Lusatia , Germany	Walther Nernst , Chemistry, 1920	1920	56
	Physics	Germany	1879-03-14	1955-04-18	male	http://en.wikipedia.org/wiki/Albert_Einstein	Albert Einstein	Ulm ,  Baden-Württemberg , German Empire	Princeton, New Jersey , U.S.	Albert Einstein , Physics, 1921	1921	42
	Physiology or Medicine	Germany	1884-04-12	1951-10-06	male	http://en.wikipedia.org/wiki/Otto_Fritz_Meyerhof	Otto Fritz Meyerhof	Hanover	Philadelphia	Otto Fritz Meyerhof , Physiology or Medicine, 1922	1922	38
	Physics	Germany	1887-07-22	1975-10-30	male	http://en.wikipedia.org/wiki/Gustav_Ludwig_Hertz	Gustav Ludwig Hertz	Hamburg , Germany	Berlin, Germany	Gustav Ludwig Hertz , Physics, 1925	1925	38
	Physics	Germany	1882-08-26	1964-05-21	male	http://en.wikipedia.org/wiki/James_Franck	James Franck	Hamburg ,  Germany	Göttingen ,  Germany	James Franck , Physics, 1925	1925	43
	Peace	Germany	1878-05-10	1929-10-03	male	http://en.wikipedia.org/wiki/Gustav_Stresemann	Gustav Stresemann	Berlin, Germany	Berlin, Germany	Gustav Stresemann , Peace, 1926	1926	48
	Chemistry	Germany	1877-06-04	1957-08-05	male	http://en.wikipedia.org/wiki/Heinrich_Otto_Wieland	Heinrich Otto Wieland	Pforzheim ,  Baden ,  Germany	Starnberg ,  Bavaria ,  Germany	Heinrich Otto Wieland , Chemistry, 1927	1927	50
	Peace	Germany	1858-03-23	1941-03-04	male	http://en.wikipedia.org/wiki/Ludwig_Quidde	Ludwig Quidde	Bremen	Geneva	Ludwig Quidde , Peace, 1927	1927	69
	Chemistry	Germany	1876-12-25	1959-06-09	male	http://en.wikipedia.org/wiki/Adolf_Otto_Reinhold_Windaus	Adolf Otto Reinhold Windaus	Berlin ,  Germany	Göttingen ,  Germany	Adolf Otto Reinhold Windaus , Chemistry, 1928	1928	52
	Literature	Germany	1875-06-06	1955-08-12	male	http://en.wikipedia.org/wiki/Thomas_Mann	Thomas Mann	Lübeck , Germany	Zurich , Switzerland	Thomas Mann , Literature, 1929	1929	54
	Chemistry	Germany	1881-07-21	1945-03-31	male	http://en.wikipedia.org/wiki/Hans_Fischer	Hans Fischer	Höchst on Main ,  Germany	Munich ,  Germany	Hans Fischer , Chemistry, 1930	1930	49
	Chemistry	Germany	1884-10-11	1949-03-30	male	http://en.wikipedia.org/wiki/Friedrich_Bergius	Friedrich Bergius	Breslau (Wrocław) ,  Germany	Buenos Aires ,  Argentina	Friedrich Bergius , Chemistry, 1931	1931	47
	Chemistry	Germany	1874-08-27	1940-04-26	male	http://en.wikipedia.org/wiki/Carl_Bosch	Carl Bosch	Cologne , Germany	Heidelberg , Germany	Carl Bosch , Chemistry, 1931	1931	57
	Physiology or Medicine	Germany	1883-10-08	1970-08-01	male	http://en.wikipedia.org/wiki/Otto_Heinrich_Warburg	Otto Heinrich Warburg	Freiburg ,  Baden ,  Germany	Berlin ,  West Germany	Otto Heinrich Warburg , Physiology or Medicine, 1931	1931	48
	Physics	Germany	1901-12-05		male	http://en.wikipedia.org/wiki/Werner_Karl_Heisenberg	Werner Karl Heisenberg	Würzburg , Germany	Munich , Germany	Werner Karl Heisenberg , Physics, 1932	1932	31
	Physiology or Medicine	Germany	1869-06-27	1941-09-09	male	http://en.wikipedia.org/wiki/Hans_Spemann	Hans Spemann	Stuttgart ,  Germany	Freiburg ,  Germany	Hans Spemann , Physiology or Medicine, 1935	1935	66
	Peace	Germany	1889-10-03	1938-05-04	male	http://en.wikipedia.org/wiki/Carl_von_Ossietzky	Carl von Ossietzky	Hamburg	Berlin	Carl von Ossietzky , Peace, 1935	1935	46
